wkt_geom,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,OWNERSHIP,CONDITION,CONDITION_,CURRENT_ST,CURRENT__1,LAST_VERIF,PLANTED_DA,BOTANICAL_,SCIENTIFIC,HERITAGE,EXCEPTIONA,CODEREQ,GSI,GREEN_FACT,WIRES,CABLED,CLEARANCE_,SPACETYPE,SITETYPE,GROWSPACE,DIAM,CONDITION1,FUNDING_SO,WATER_THRO,WATER_TH_1,WATER_TH_2,OWNERDIAM,EXPDATE,COMMON_NAM,TREEHEIGHT,ASBUILTPLA,LANDSCAPEA,COMMENTS,PRIMARYDIS,SECONDARYD,OVERRIDEYN,OVERRIDECO,SHAPE_LNG,SHAPE_LAT,IRRIGATESY,ASSETGROUP,ASSETGRO_1,MODDATE,MODBY,TOTAL_RANK,TOTAL_COUN,GENUS
MultiPoint ((-122.370986893999941 47.57384195800005955)),259841,36,10821,TRE-92129,TRE,3301 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,1,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709869,47.57384196,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37220000099995332 47.57865200000003369)),349948,36,287002,TRE-1032998,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3722,47.578652,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37241999999997688 47.57913000100006684)),349956,36,287002,TRE-1033006,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37242,47.57913,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36209463699998423 47.57074951000004148)),342929,36,9658,TRE-500974,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,15,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3620946,47.57074951,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.3726000009999666 47.5809310000000778)),349977,36,287002,TRE-1033027,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,8,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3726,47.580931,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37191635399994993 47.57787115000007816)),259753,36,287002,TRE-92041,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,GRASS,MEDN,8,6,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3719164,47.57787115,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3725000009999917 47.57991299900004378)),350386,36,10820,TRE-1033469,TRE,200 2ND AV NW,SDOT,,,INSVC,,12/31/07,,DOGWD,Cornus sp.,N,N,N,N,N,N,N,Y,,STRP,10,3,4,SDOT,0,0,0,SDOT1,,Dogwood,0,,1,,DISTRICT1,,N,,-122.3725,47.579913,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,7,4265,Cornus
MultiPoint ((-122.37090000099993858 47.57522300000005089)),349896,36,287002,TRE-1032946,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.575223,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37199999899996783 47.57818200000002662)),349940,36,287002,TRE-1032990,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.372,47.578182,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36212079499995298 47.57059589500005359)),342922,36,9958,TRE-500967,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,28,4,SDOT,0,0,0,SDOT3,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3621208,47.57059589,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.3725951069999951 47.58013237400007256)),259738,36,10820,TRE-92026,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,1,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3725951,47.58013237,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3712805139999773 47.57568886300003896)),259789,36,10821,TRE-92077,TRE,3215 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3712805,47.57568886,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3707993959999385 47.57256944500005602)),259850,36,10821,TRE-92138,TRE,3400 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,MEDN,4,5,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3707994,47.57256944,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37231923799998867 47.57820297000006349)),259740,36,10820,TRE-92028,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3723192,47.57820297,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3710999999999558 47.57605800000004592)),349909,36,287002,TRE-1032959,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,6,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.3711,47.576058,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.37149999999996908 47.57731000000006816)),349926,36,287002,TRE-1032976,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3715,47.57731,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37220095699996136 47.57804004800004805)),259719,36,10820,TRE-92007,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,3,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.372201,47.57804005,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37190000199996121 47.57796999900006085)),349938,36,287002,TRE-1032988,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3719,47.57797,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37115413199995828 47.57593735600005402)),259808,36,287002,TRE-92096,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,MEDN,4,6,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711541,47.57593735,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37131818099999236 47.57586658600007468)),259791,36,10821,TRE-92079,TRE,3215 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3713182,47.57586659,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36208130099998925 47.57045593500004088)),342917,36,9958,TRE-500962,TRE,,SDOT,,,INSVC,,,,APPLE,Malus x domestica,N,N,N,N,N,N,N,N,OTHER,,99,3,4,SDOT,0,0,0,SDOT1,,Orchard (Common) Apple,0,,1,,DISTRICT1,,N,,-122.3620813,47.57045593,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,4,7118,Malus
MultiPoint ((-122.37089999999994916 47.57488300000005665)),349891,36,287002,TRE-1032941,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.574883,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3715761829999451 47.57719298400007801)),259750,36,10820,TRE-92038,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,GRASS,MEDN,8,7,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3715762,47.57719298,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37143102099997805 47.57639427300006219)),259799,36,10821,TRE-92087,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371431,47.57639427,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3709999999999809 47.57526300100005301)),349898,36,287002,TRE-1032948,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.371,47.575263,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3726000009999666 47.5810490000000641)),349979,36,287002,TRE-1033029,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,8,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3726,47.581049,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37096486399997275 47.57364482900004532)),259843,36,10821,TRE-92131,TRE,3301 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709649,47.57364483,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37138347099994462 47.57615635900003781)),259802,36,10821,TRE-92090,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3713835,47.57615636,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36283122299994375 47.57132735500005083)),342910,36,22838,TRE-500955,TRE,,SDOT,,,INSVC,,,,POPASP,Populus tremuloides,N,N,N,N,N,N,N,N,OTHER,,20,5,2,SDOT,0,0,0,SDOT1,,Quaking Aspen,0,,1,,DISTRICT1,,N,,-122.3628312,47.57132735,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,35,595,Populus
MultiPoint ((-122.37099999899999148 47.57614499900006422)),349910,36,287002,TRE-1032960,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,5,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.371,47.576145,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.36959603299999344 47.571335341000065)),245290,36,21687,TRE-77578,TRE,2901 SW SPOKANE ST,PRIV,,,INSVC,,,10/12/92,MAPSIL,Acer saccharinum,N,N,N,N,N,Y,N,N,OTHER,,4,14,3,PVT,0,0,0,PRIV2,,Silver (Silverleaf) Maple,0,,1,"TrunkLean=0, Topped=0, BrnDefect=1, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.369596,47.57133534,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37114351999997552 47.5758524950000492)),259811,36,287002,TRE-92099,TRE,3200 HARBOR AVE S,SDOT,,,REMOVED,,12/31/07,4/1/00,SWETGM,Liquidambar styraciflua,N,N,N,N,N,N,N,Y,GRASS,MEDN,4,12,1,SDOT,0,0,0,SDOT2,,Sweetgum,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711435,47.57585249,N,,,10/18/17,FN_GIS_TREELOAD,11,3459,Liquidambar
MultiPoint ((-122.37249431399999366 47.57850496600002543)),259723,36,10820,TRE-92011,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3724943,47.57850497,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36902114499997651 47.57135133300005236)),245292,36,21687,TRE-77580,TRE,2901 SW SPOKANE ST,PRIV,,,INSVC,,,10/12/92,MAPSIL,Acer saccharinum,N,N,N,N,N,Y,N,N,OTHER,,4,11,3,PVT,0,0,0,PRIV2,,Silver (Silverleaf) Maple,0,,1,"TrunkLean=0, Topped=0, BrnDefect=0, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3690211,47.57135133,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3709266369999682 47.57331081600005973)),259838,36,10821,TRE-92126,TRE,3319 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709266,47.57331082,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37219082999996544 47.57797163400005047)),259742,36,10820,TRE-92030,TRE,2651 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,5,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3721908,47.57797163,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36209256099994036 47.57051804700006414)),342920,36,9958,TRE-500965,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,15,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3620926,47.57051805,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.37159797499998604 47.57724478900007625)),259751,36,10820,TRE-92039,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,MEDN,8,7,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371598,47.57724479,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37111403999995218 47.57554030200003581)),259809,36,10821,TRE-92097,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,MEDN,4,5,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371114,47.5755403,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37090663199995788 47.57318221100007349)),259837,36,10821,TRE-92125,TRE,3319 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709066,47.57318221,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37187479599998596 47.57742475900005275)),259714,36,10820,TRE-92002,TRE,2785 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3718748,47.57742476,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37090754699994477 47.57225264900006323)),259828,36,10821,TRE-92116,TRE,3421 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709075,47.57225265,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37268413499998587 47.57903161000007231)),259746,36,10820,TRE-92034,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726841,47.57903161,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3711682249999626 47.57600297400006184)),259807,36,287002,TRE-92095,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,GRASS,MEDN,4,7,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711682,47.57600297,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37080000099996369 47.5744640000000345)),349885,36,287002,TRE-1032935,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3708,47.574464,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37230000099998506 47.57972600000005059)),349963,36,287002,TRE-1033013,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3723,47.579726,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37197573699995701 47.57796083400006637)),259754,36,287002,TRE-92042,TRE,2625 HARBOR AVE S,SDOT,,,INSVC,,12/31/08,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,,1,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3719757,47.57796083,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.372099999999989 47.57823800000005576)),349941,36,287002,TRE-1032991,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3721,47.578238,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3712049199999683 47.57614780500006191)),259806,36,287002,TRE-92094,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,GRASS,MEDN,4,6,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3712049,47.5761478,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37100000099997033 47.57569899900005339)),349903,36,287002,TRE-1032953,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.371,47.575699,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3710999999999558 47.57641799900005708)),349915,36,287002,TRE-1032965,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3711,47.576418,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37119789199994102 47.57522383400004173)),259817,36,10821,TRE-92105,TRE,3217 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3711979,47.57522383,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37119999899994127 47.57661099900008139)),349917,36,287002,TRE-1032967,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3712,47.576611,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
